Reef_name;Site_name;HAB;Latitude;Longitude;Depth_m;Arch;unique_id;mean_DLI_local;dli_cv_2;dli_cv_2_segment_count;sst_mean;sst_cv_2;sst_cv_2_segment_count;prop_DHW_gt4;prop_DHW_gt8;chl_mean;chl_cv_2;chl_cv_2_segment_count;PC1_Variability;PC2_Variability;PC1_Magnitude;PC2_Magnitude
ITA;ITA4;TP;-16,896;-39,063;1,5;inner;ITA4_TP;36,08817885;3,579039233;164;25,63323402;0,34055528;7383;0,003934337;0;2,63612318;18,85008621;165;1,418400626;-1,427382974;-1,916998287;-1,116756751
ITA;ITA4;PA;-16,896;-39,063;4,5;inner;ITA4_PA;18,63290178;10,05391795;164;25,63323402;0,34055528;7383;0,003934337;0;2,63612318;18,85008621;165;2,225211191;0,134494165;-1,66379847;0,101347759
ITA;ITA5;TP;-16,901;-39,042;1,5;inner;ITA5_TP;36,08817885;3,579039233;164;25,64889717;0,349264026;7383;0,004477004;0;2,63612318;18,85008621;165;1,115518622;-1,243368123;-1,822015994;-0,968392791
ITA;ITA5;PA;-16,901;-39,042;3,6;inner;ITA5_PA;22,67346107;8,144370919;164;25,64889717;0,349264026;7383;0,004477004;0;2,63612318;18,85008621;165;1,684387629;-0,142113953;-1,643311426;-0,10867321
ITA;ITA6;TP;-16,892;-39,063;1,4;inner;ITA6_TP;36,90447454;3,361132421;164;25,63323402;0,34055528;7383;0,003934337;0;2,63612318;18,85008621;165;1,391248069;-1,479946687;-1,925664308;-1,158447616
ITA;ITA6;PA;-16,892;-39,063;4,3;inner;ITA6_PA;19,46056052;9,632930455;164;25,63323402;0,34055528;7383;0,003934337;0;2,63612318;18,85008621;165;2,172753504;0,032943112;-1,680235118;0,022273629
ITA;ITA7;TP;-16,898;-39,04;2,6;inner;ITA7_TP;32,06663207;4,030847524;198;25,65650749;0,347664148;7383;0,004205671;0;1,904224634;16,34922409;200;0,928675901;-1,041769538;-1,187044937;-0,81035773
ITA;ITA7;PA;-16,898;-39,04;5,6;inner;ITA7_PA;19,29289164;8,208319735;198;25,65650749;0,347664148;7383;0,004205671;0;1,904224634;16,34922409;200;1,449215181;-0,034075243;-0,992692655;0,124640542
ITA;ITA-NT1;TP;-16,909;-39,06;1,7;inner;ITA-NT1_TP;34,51156773;4,01456605;164;25,62652779;0,342607856;7383;0,003934337;0;2,63612318;18,85008621;165;1,401283355;-1,278954035;-1,986590118;-1,062098636
ITA;ITA-NT1;PA;-16,909;-39,06;4,6;inner;ITA-NT1_PA;18,23297267;10,2635724;164;25,62652779;0,342607856;7383;0,003934337;0;2,63612318;18,85008621;165;2,179948803;0,22843793;-1,742489498;0,112231069
ITA;ITA-NT2;PA;-16,912;-39,038;6,7;inner;ITA-NT2_PA;16,12453494;9,731466716;198;25,64889717;0,349264026;7383;0,004477004;0;1,904224634;16,34922409;200;1,583366602;0,367145145;-1,077633511;0,458226907
ITA;ITA-NT3;PA;-16,914;-39,03;11,9;inner;ITA-NT3_PA;7,229226169;16,45464235;198;25,64889717;0,349264026;7383;0,004477004;0;1,904224634;16,34922409;200;2,421116522;1,988916729;-0,785930257;1,861565399
PAB;PAB1;TP;-17,991;-38,65;5,9;outer;PAB1_TP;26,1436592;2,272843055;136;25,71939087;0,386490405;7383;0;0;0,650749862;6,02961731;134;-1,873627978;-0,12378822;1,640577343;-0,934078611
PAB;PAB1;PA;-17,991;-38,65;14,7;outer;PAB1_PA;9,571109121;4,667011115;136;25,71939087;0,386490405;7383;0;0;0,650749862;6,02961731;134;-1,575299597;0,453735549;2,015951304;0,871786496
PAB;PAB2;TP;-17,983;-38,667;7,3;outer;PAB2_TP;22,26005337;3,299259716;121;25,71939087;0,386490405;7383;0;0;0,704662919;5,514438152;119;-1,807279525;0,14984732;1,63958473;-0,63077893
PAB;PAB2;PA;-17,983;-38,667;16,9;outer;PAB2_PA;7,332349859;6,457472858;121;25,71939087;0,386490405;7383;0;0;0,704662919;5,514438152;119;-1,413746328;0,911674856;2,04822547;1,335127423
PAB;PAB3;TP;-17,998;-38,671;6,9;outer;PAB3_TP;23,32453195;3,161308908;121;25,71939087;0,386490405;7383;0;0;0,704662919;5,514438152;119;-1,824469063;0,116570679;1,621772557;-0,716470495
PAB;PAB3;PA;-17,998;-38,671;17;outer;PAB3_PA;7,248638961;6,488048371;121;25,71939087;0,386490405;7383;0;0;0,704662919;5,514438152;119;-1,409936427;0,919050314;2,052244758;1,354463583
PAB;PAB4;TP;-17,959;-38,655;7,7;outer;PAB4_TP;21,26191262;2,714649816;136;25,71939087;0,386490405;7383;0;0;0,650749862;6,02961731;134;-1,81857608;-0,017215123;1,719498332;-0,554402144
PAB;PAB4;PA;-17,959;-38,655;15,2;outer;PAB4_PA;9,043281151;4,807985914;136;25,71939087;0,386490405;7383;0;0;0,650749862;6,02961731;134;-1,557733251;0,48774164;2,036340057;0,969873579
PAB;PAB5;TP;-17,944;-38,659;5,6;outer;PAB5_TP;27,4573019;2,909608143;164;25,70938873;0,387261063;7383;0,001763668;0;0,625347257;7,123308182;162;-1,690420325;-0,009189031;1,170777961;-0,804151785
PAB;PAB5;PA;-17,944;-38,659;15;outer;PAB5_PA;9,666829309;6,025341217;164;25,70938873;0,387261063;7383;0,001763668;0;0,625347257;7,123308182;162;-1,302180411;0,742391418;1,561376428;1,074956025
UCR;ARE;TP;-17,666;-38,997;5,2;inner;ARE_TP;24,89176089;5,417250024;179;25,7224369;0,371207118;7383;0;0;1,202574492;14,7293663;180;0,089100159;-0,127996077;1,13824486;-0,762409404
UCR;ARE;PA;-17,666;-38,997;8,8;inner;ARE_PA;15,58901417;8,862931522;179;25,7224369;0,371207118;7383;0;0;1,202574492;14,7293663;180;0,51845372;0,703174883;1,315452927;0,090110743
UCR;PA2;TP;-17,88;-38,938;4,4;inner;PA2_TP;31,82440075;1,612524266;79;25,73660469;0,380306512;7383;0,004748338;0;0,722200036;5,887600899;80;-1,757804849;-0,406557099;0,758882971;-0,498409295
UCR;PA2;PA;-17,88;-38,938;10,8;inner;PA2_PA;14,6800506;3,371003666;79;25,73660469;0,380306512;7383;0,004748338;0;0,722200036;5,887600899;80;-1,538687269;0,017625174;1,052959703;0,916347628
UCR;PLE;TP;-17,783;-39,051;2,3;inner;PLE_TP;29,58933633;2,523131838;161;25,75346375;0,371315658;7383;0,006647673;0;2,467044353;8,632620811;164;-1,003690774;-0,515635446;-0,732395555;0,159533297
UCR;PLE;PA;-17,783;-39,051;6,1;inner;PLE_PA;13,29711327;6,308339395;161;25,75346375;0,371315658;7383;0,006647673;0;2,467044353;8,632620811;164;-0,532030134;0,397436351;-0,429636873;1,616057714
UCR;SGO;TP;-17,913;-39,145;3,2;inner;SGO_TP;24,7339915;5,92359253;154;25,74169159;0,374343574;7383;0,010039343;0;2,42671299;15,31365204;157;0,11291643;0,030881834;-1,4644257;0,946689052
UCR;SGO;PA;-17,913;-39,145;8,2;inner;SGO_PA;9,014675076;14,60438144;154;25,74169159;0,374343574;7383;0,010039343;0;2,42671299;15,31365204;157;1,194597262;2,124870979;-1,088756193;2,753975983
TIM;TIM1;TP;-17,482;-39,013;4,7;inner;TIM1_TP;28,94249655;3,168157895;185;25,67053413;0,362025201;7383;0,005019672;0;0,826225519;12,0323391;187;-0,194031763;-0,728203115;-0,226290515;-0,548061153
TIM;TIM1;PA;-17,482;-39,013;9,5;inner;TIM1_PA;16,19803415;6,298910131;185;25,67053413;0,362025201;7383;0,005019672;0;0,826225519;12,0323391;187;0,196079633;0,027000272;-0,005575143;0,513765803
TIM;TIM2;TP;-17,477;-39,027;6;inner;TIM2_TP;24,69917399;4,021256777;185;25,67053413;0,362025201;7383;0,005019672;0;0,826225519;12,0323391;187;-0,087730283;-0,522417695;-0,165459683;-0,255413585
TIM;TIM2;PA;-17,477;-39,027;11,9;inner;TIM2_PA;12,1733227;7,812229686;185;25,67053413;0,362025201;7383;0,005019672;0;0,826225519;12,0323391;187;0,384648757;0,392044827;0,10054702;1,02430284
TIM;TIM3;TP;-17,46;-39,031;5,6;inner;TIM3_TP;25,93095232;3,757821189;185;25,67053413;0,362025201;7383;0,005019672;0;0,826225519;12,0323391;187;-0,120556012;-0,585963908;-0,184095622;-0,345068156
TIM;TIM3;PA;-17,46;-39,031;10,5;inner;TIM3_PA;14,37573744;6,934921287;185;25,67053413;0,362025201;7383;0,005019672;0;0,826225519;12,0323391;187;0,275330619;0,180419561;0,039008807;0,728252175
