SITE_COL,YEAR,SITE,HAB,REEF,HEALTH %,BLEACHING %,DEAD %,HEALTH_PC1,HEALTH_PC2,PC1_INTERACAO,PC2_INTERACAO
PNO_2,2008,PNO,RR,ARC,43.7890625,47.65625000000001,8.5546875,-0.6773665960233145,-0.18048922965116398,-1.2542345489470057,-0.6900105536458168
SIR_1,2006,SIR,RR,ARC,18.451612903225804,63.655913978494624,17.892473118279568,-2.025849766438904,0.12122953708588619,1.5709748226863713,0.2361534857595661
SIR_1,2007,SIR,RR,ARC,23.387478108581433,38.393169877408056,38.21935201401051,-1.5340054658816884,1.8172439692480558,1.399806083349766,1.8030273213859118
SIR_1,2008,SIR,RR,ARC,17.351655215490318,35.00936914428482,47.63897564022486,-1.780786059970724,2.4592492440308282,-0.8250817331996806,5.316146355566038
SIR_2,2006,SIR,RR,ARC,16.843534572801342,80.21725506580322,2.939210361395446,-2.2722929227700437,-1.0914416254458412,1.5709748226863713,0.2361534857595661
SIR_2,2007,SIR,RR,ARC,28.893690579083835,71.10630942091616,0.0,-1.615433284459021,-1.1159425852283307,1.399806083349766,1.8030273213859118
SIR_2,2008,SIR,RR,ARC,19.823920265780725,78.4717607973422,1.7043189368770764,-2.115086477519972,-1.1377487777206863,-0.8250817331996806,5.316146355566038
ITA1_1,2006,ITA1,PA,ITA,73.89844733529164,15.093020002797594,11.008532661910756,1.0652935748256418,0.5346586063843966,-0.520913063804165,-0.9952428201558523
ITA1_1,2007,ITA1,PA,ITA,66.24633431085046,33.75366568914956,0.0,0.514950534276698,-0.4699668816765193,1.6099213257627116,0.8453804197318002
ITA1_1,2008,ITA1,PA,ITA,80.1051779935275,10.550161812297736,9.344660194174757,1.402073673286511,0.51015634371991,0.5478959494168568,-1.0326902463104213
ITA1_2,2006,ITA1,TP,ITA,9.741035856573703,54.133466135458164,36.125498007968126,-2.333987405828581,1.4153307038831937,1.6140233157281227,-0.2009152719186846
ITA1_2,2007,ITA1,TP,ITA,10.858046658758399,53.736654804270465,35.40529853697114,-2.2777316138159236,1.3775813623615518,1.3819582623693394,-0.0981038742725753
ITA1_2,2008,ITA1,TP,ITA,8.29787234042552,36.80016687526074,54.90196078431373,-2.2220096547449746,2.8781750717988515,0.02244635629994905,-0.6953419846968737
ITA1_3,2006,ITA1,TP,ITA,3.3291457286432116,36.55778894472362,60.11306532663316,-2.451476351577948,3.2051616072117315,1.6140233157281227,-0.2009152719186846
ITA1_3,2007,ITA1,TP,ITA,2.607933377164157,27.635327635327634,69.75673898750821,-2.392823242768599,3.9568308198620645,1.3819582623693394,-0.0981038742725753
ITA1_3,2008,ITA1,TP,ITA,9.061016949152549,19.242937853107346,71.69604519774012,-2.0047090200158197,4.222096315841077,0.02244635629994905,-0.6953419846968737
ITA1_4,2006,ITA1,TP,ITA,23.111359820928932,63.31281477336318,13.575825405707889,-1.8047502199352476,-0.14022584661732407,1.6140233157281227,-0.2009152719186846
ITA1_4,2007,ITA1,TP,ITA,24.817518248175187,62.14517437145174,13.037307380373072,-1.713012843761066,-0.15339047648363216,1.3819582623693394,-0.0981038742725753
ITA1_4,2008,ITA1,TP,ITA,33.07692307692309,38.0685618729097,28.854515050167223,-1.0782760057198892,1.2427655101837327,0.02244635629994905,-0.6953419846968737
ITA3_1,2006,ITA3,PA,ITA,84.52643856920685,8.242612752721618,7.23094867807154,1.632365976764874,0.41913202540161526,0.09101677047055819,-0.9333339481969555
ITA3_1,2007,ITA3,PA,ITA,78.19931972789117,5.664625850340136,16.13605442176871,1.3636475827112824,1.0153304578200637,0.19149124386172406,0.8204307201952957
ITA3_1,2008,ITA3,PA,ITA,59.52491533623609,6.163522012578616,34.31156265118529,0.4866343623362019,2.132559955340237,0.2814101425910175,3.555256912637269
ITA3_2,2006,ITA3,PA,ITA,90.03894763992778,5.439773020376579,4.52127933969564,1.9187303143068903,0.2997574465947574,0.09101677047055819,-0.9333339481969555
ITA3_2,2007,ITA3,PA,ITA,86.40496836184673,7.150222638856339,6.444808999296929,1.7313722007176726,0.38932742884437044,0.19149124386172406,0.8204307201952957
ITA3_2,2008,ITA3,PA,ITA,74.94350961538461,5.7191506410256405,19.33733974358974,1.2110795563936847,1.2126868181927155,0.2814101425910175,3.555256912637269
ITA3_3,2006,ITA3,PA,ITA,87.0448343079922,12.955165692007798,0.0,1.701179497508107,-0.1102781334059408,0.09101677047055819,-0.9333339481969555
ITA3_3,2007,ITA3,PA,ITA,95.16359206404455,4.836407935955448,0.0,2.164227582562915,0.030127463881740077,0.19149124386172406,0.8204307201952957
ITA3_3,2008,ITA3,PA,ITA,94.01940883190883,4.650997150997151,1.329594017094017,2.1127276802063673,0.11569386537981087,0.2814101425910175,3.555256912637269
ITA4_1,2006,ITA4,PA,ITA,58.64444944832245,22.17968925917586,19.17586129250169,0.2798023440137796,0.9180161021729064,1.610770256057651,0.23616618492223948
ITA4_1,2007,ITA4,PA,ITA,55.27604726100965,17.03329752953813,27.690655209452203,0.17579372195404128,1.534455123809104,1.9230078240890034,-0.31253467043478034
ITA4_1,2008,ITA4,PA,ITA,41.95445920303605,28.633776091081593,29.411764705882355,-0.5661854009276236,1.440448543776584,2.039577808547137,-0.2878078891712643
ITA4_2,2006,ITA4,PA,ITA,91.66926677067083,8.330733229329173,0.0,1.9649310049000244,-0.030303311943273306,1.610770256057651,0.23616618492223948
ITA4_2,2007,ITA4,PA,ITA,97.22074074074074,2.779259259259259,0.0,2.281555723645471,0.06570374258592608,1.9230078240890034,-0.31253467043478034
ITA4_2,2008,ITA4,PA,ITA,83.75698663426489,3.1202916160388816,13.122721749696234,1.6494453409302423,0.8726752747611631,2.039577808547137,-0.2878078891712643
ITA4_3,2006,ITA4,PA,ITA,14.617109900672858,79.33354694008331,6.049343159243833,-2.367093809861803,-0.8835058084724984,1.610770256057651,0.23616618492223948
ITA4_3,2007,ITA4,PA,ITA,15.092024539877311,69.75460122699386,15.153374233128837,-2.2458042734923094,-0.15391080442911376,1.9230078240890034,-0.31253467043478034
ITA4_3,2008,ITA4,PA,ITA,57.23743155798905,42.762568442010945,0.0,0.0011336064286330894,-0.6257666246826684,2.039577808547137,-0.2878078891712643
ITA4_4,2006,ITA4,PA,ITA,13.506092016730301,63.229678123295145,23.26422985997454,-2.25233060655972,0.4613470912077144,1.610770256057651,0.23616618492223948
ITA4_4,2007,ITA4,PA,ITA,15.15761234071093,57.91415157612341,26.928236083165665,-2.1202242628385215,0.7802356110384179,1.9230078240890034,-0.31253467043478034
ITA4_4,2008,ITA4,PA,ITA,52.42144177449168,47.57855822550832,0.0,-0.27354324856553636,-0.7090542337481356,2.039577808547137,-0.2878078891712643
ITA5_1,2006,ITA5,PA,ITA,57.60330578512396,33.69725967812092,8.699434536755112,0.11201756975027101,0.06988336661254432,-1.5239573699545692,-0.5196860892768074
ITA5_1,2007,ITA5,PA,ITA,74.88731487443657,12.231165486155827,12.881519639407598,1.1410735468154827,0.7001711056604885,2.1106537255553555,-1.4188258447892033
ITA5_1,2008,ITA5,PA,ITA,88.5691573926868,4.841017488076312,6.589825119236884,1.8563058593861343,0.43824559440008,0.29755306943190535,-0.16134807870132045
ITA6_1,2006,ITA6,PA,ITA,34.02056277056276,58.06277056277056,7.916666666666666,-1.2411085043094743,-0.39998068257645597,0.8434183470979798,0.5982720770816643
ITA6_1,2007,ITA6,PA,ITA,56.63793103448276,35.88054187192118,7.4815270935960605,0.04435586633519365,-0.04331589946750922,2.114031457485974,-0.8298951739867426
ITA6_1,2008,ITA6,PA,ITA,55.50678371907423,22.11492418196329,22.37829209896249,0.13398445879220552,1.1175064140963238,2.117962984977677,-0.2816538170745423
ITA6_2,2006,ITA6,PA,ITA,50.169133192389005,49.830866807610995,0.0,-0.40200220832667455,-0.7480056030645251,0.8434183470979798,0.5982720770816643
ITA6_2,2007,ITA6,PA,ITA,91.06485740570378,8.935142594296229,0.0,1.9304589086204489,-0.040755952660531454,2.114031457485974,-0.8298951739867426
ITA6_2,2008,ITA6,PA,ITA,49.114678139996684,0.0,50.88532186000331,0.0643886158478463,3.265790961844867,2.117962984977677,-0.2816538170745423
ITA6_3,2006,ITA6,TP,ITA,27.254843517138593,63.39791356184799,9.347242921013414,-1.612184165071347,-0.40363139389130087,1.1380172187716397,-0.7442528266640406
ITA6_3,2007,ITA6,TP,ITA,21.261796574624253,56.55365256903181,22.184550856343936,-1.8211609001596958,0.5099228504437887,1.5631048476942857,1.342175638278911
ITA6_3,2008,ITA6,TP,ITA,22.90814558058926,48.838821490467936,28.253032928942805,-1.6644694161155773,1.0192469043215115,1.4474213069128243,1.7186235696002727
ITA7_1,2006,ITA7,PA,ITA,91.55240933929457,8.447590660705414,0.0,1.9582661170626139,-0.03232424149221253,-2.3991906045099487,-0.3292036473618233
ITA7_1,2007,ITA7,PA,ITA,69.25531914893617,0.0,30.744680851063833,1.0046936682561072,2.0182060611195562,0.3095063015157023,-1.128909025360512
ITA7_1,2008,ITA7,PA,ITA,57.00629921259842,0.0,42.99370078740157,0.43282431573273517,2.776955115555085,0.7642427052229799,4.025962326621551
ITA7_2,2006,ITA7,TP,ITA,43.06568778979907,55.71870170015456,1.2156105100463679,-0.7945641984600436,-0.7745303181302722,1.077765372330548,-1.25242075480739
ITA7_2,2007,ITA7,TP,ITA,26.29441624365483,45.68066451315181,28.024919243193352,-1.4736960487093527,1.059733798289157,0.4259947801255629,-0.25042895509397095
ITA7_2,2008,ITA7,TP,ITA,46.480706648070665,31.808461180846116,21.710832171083215,-0.3877184727039677,0.90852171632791,2.1285629474628487,1.6024654624067487
PAB1_1,2006,PAB1,TP,PAB,68.64954984994999,31.35045015005002,0.0,0.6520163744939935,-0.42840573115114927,-3.169915458613485,1.0020347061289177
PAB1_1,2007,PAB1,TP,PAB,41.33333333333333,58.66666666666668,0.0,-0.9059463248527818,-0.9008117088755139,-0.5077325830046014,-0.5487306986546007
PAB1_1,2008,PAB1,TP,PAB,84.45568400770713,15.544315992292871,0.0,1.5535089887320157,-0.15505483512586843,-1.3033941096648842,1.025031321530317
PAB1_2,2006,PAB1,TP,PAB,59.066288367294305,40.933711632705695,0.0,0.10544126886097248,-0.5941384199277328,-3.169915458613485,1.0020347061289177
PAB1_2,2007,PAB1,TP,PAB,65.9842894548917,34.015710545108305,0.0,0.5000049758062892,-0.4744986789813008,-0.5077325830046014,-0.5487306986546007
PAB1_2,2008,PAB1,TP,PAB,71.13537117903931,24.20669577874818,9.143377001455605,0.7630035537583363,0.24462147644548723,-1.3033941096648842,1.025031321530317
PAB1_3,2006,PAB1,TP,PAB,75.4116498535633,24.588350146436706,0.0,1.0376883641882346,-0.3114621397231906,-3.169915458613485,1.0020347061289177
PAB1_3,2007,PAB1,TP,PAB,29.751943724546475,27.15660866345798,43.09144761199555,-1.1205987540689741,2.3133641876197792,-0.5077325830046014,-0.5487306986546007
PAB1_3,2008,PAB1,TP,PAB,55.60190703218117,15.115613825983312,29.28247914183552,0.21085016811343185,1.6662228898043505,-1.3033941096648842,1.025031321530317
PAB1_4,2006,PAB1,TP,PAB,51.40548554484803,47.67976278724982,0.9147516679021497,-0.3220223483628972,-0.6541414020175315,-3.169915458613485,1.0020347061289177
PAB1_4,2007,PAB1,TP,PAB,39.77591036414566,60.22408963585434,0.0,-0.9947729341902897,-0.9277457434641593,-0.5077325830046014,-0.5487306986546007
PAB1_4,2008,PAB1,TP,PAB,42.076176250933536,43.659447348767735,14.26437640029873,-0.7159794948038092,0.24231037172447206,-1.3033941096648842,1.025031321530317
PAB1_5,2006,PAB1,PA,PAB,86.5701381509033,13.429861849096705,0.0,1.6741055099440572,-0.11848751709109247,0.13852062053212483,-0.8466052129089702
PAB1_5,2007,PAB1,PA,PAB,89.55876854044622,10.441231459553784,0.8064315094104448,1.830359049886262,-0.019885690387053564,-0.28421539451166206,-0.8722265132109397
PAB1_5,2008,PAB1,PA,PAB,86.01380042462846,13.593418259023354,0.8793347487615003,1.6378713314060287,-0.06867906991636616,-2.5728473736425173,0.8900210728805721
PAB1_6,2006,PAB1,PA,PAB,89.79320229320228,10.206797706797706,0.0,1.8579308837197175,-0.06274792495230232,0.13852062053212483,-0.8466052129089702
PAB1_6,2007,PAB1,PA,PAB,80.74158153613318,19.258418463866818,0.0,1.3416775621966481,-0.219286432074335,-0.28421539451166206,-0.8722265132109397
PAB1_6,2008,PAB1,PA,PAB,82.05136540962289,17.62678803641092,0.3218465539661899,1.4197105125900902,-0.17113270390087704,-2.5728473736425173,0.8900210728805721
PAB1_7,2006,PAB1,PA,PAB,67.64791464597478,30.819592628516002,1.5324927255092147,0.6107460814197503,-0.32429689485411767,0.13852062053212483,-0.8466052129089702
PAB1_7,2007,PAB1,PA,PAB,84.0852233676976,9.323711340206184,6.59106529209622,1.6005804218693787,0.36079881782670314,-0.28421539451166206,-0.8722265132109397
PAB1_7,2008,PAB1,PA,PAB,87.55679702048418,3.4376163873370573,9.005586592178771,1.8235634018918074,0.612157071731398,-2.5728473736425173,0.8900210728805721
PAB2_1,2006,PAB2,PA,PAB,68.15804434337693,31.84195565662308,0.0,0.62398367657997,-0.43690581531354833,0.058106588534856514,-0.9111813625202728
PAB2_1,2007,PAB2,PA,PAB,70.22547227300427,29.774527726995736,0.0,0.7418980881891982,-0.4011517674615644,0.8649659074516528,-1.1109194047049016
PAB2_1,2008,PAB2,PA,PAB,90.63649222065064,9.363507779349362,0.0,1.9060273780091144,-0.048164089652892934,-2.761254357741026,-0.20396903296922825
PAB2_2,2006,PAB2,TP,PAB,41.18937768240344,57.778969957081536,1.0316523605150214,-0.9034818182817356,-0.8215555867683513,-0.7039700182886234,-0.5285457120430197
PAB2_2,2007,PAB2,TP,PAB,43.33333333333333,56.666666666666664,0.0,-0.791877621494902,-0.8662237579829003,1.702919900843405,-0.4061581788548319
PAB2_2,2008,PAB2,TP,PAB,38.007317073170725,58.420731707317074,3.5719512195121954,-1.0586830834824092,-0.6752988047967399,-1.3568661682004892,-0.5006920557334743
PAB2_3,2006,PAB2,TP,PAB,53.290267011197244,46.70973298880276,0.0,-0.22399036446773363,-0.6940287914374182,-0.7039700182886234,-0.5285457120430197
PAB2_3,2007,PAB2,TP,PAB,52.84069097888676,47.159309021113245,0.0,-0.24963164200095195,-0.7018037483014437,1.702919900843405,-0.4061581788548319
PAB2_3,2008,PAB2,TP,PAB,47.95889689091867,44.82698050237134,7.214122606709996,-0.4534141615075071,-0.21459940052435875,-1.3568661682004892,-0.5006920557334743
PAB2_4,2006,PAB2,TP,PAB,50.77982541222114,46.7992240543162,2.420950533462657,-0.3421212201877333,-0.5456139252030707,-0.7039700182886234,-0.5285457120430197
PAB2_4,2007,PAB2,TP,PAB,60.791705937794525,39.20829406220547,0.0,0.2038493413699039,-0.5642990908288757,1.702919900843405,-0.4061581788548319
PAB2_4,2008,PAB2,TP,PAB,57.214285714285715,40.256410256410255,2.529304029304029,0.025985228943885524,-0.42575085256155715,-1.3568661682004892,-0.5006920557334743
PAB2_5,2006,PAB2,TP,PAB,54.46812620734063,44.62974887314874,0.9021249195106246,-0.1474772778192606,-0.6021766832113946,-0.7039700182886234,-0.5285457120430197
PAB2_5,2007,PAB2,TP,PAB,44.197740112994346,55.802259887005654,0.0,-0.7425767412300561,-0.8512747283598218,1.702919900843405,-0.4061581788548319
PAB2_5,2008,PAB2,TP,PAB,68.75230898404703,23.845507976490342,7.402183039462636,0.7344705536967684,0.15990282056858948,-1.3568661682004892,-0.5006920557334743
PAB2_6,2006,PAB2,TP,PAB,66.84127815610267,33.158721843897325,0.0,0.5488827707760341,-0.4596779374247959,-0.7039700182886234,-0.5285457120430197
PAB2_6,2007,PAB2,TP,PAB,43.53696098562629,39.45071868583162,17.012320328542092,-0.604230498441863,0.4853137101563508,1.702919900843405,-0.4061581788548319
PAB2_6,2008,PAB2,TP,PAB,51.667698019801975,41.86262376237623,6.469678217821782,-0.24958816048493154,-0.2094474935972057,-1.3568661682004892,-0.5006920557334743
PAB3_1,2006,PAB3,TP,PAB,57.571730594986406,28.23920265780731,14.189066747206283,0.1670201417071462,0.5043227496817579,-0.49990309945077077,-0.4298392608888952
PAB3_1,2007,PAB3,TP,PAB,64.44545179812633,35.55454820187368,0.0,0.41223836771353756,-0.5011112996332533,-0.41856864408046224,-0.5610757339825718
PAB3_1,2008,PAB3,TP,PAB,92.61431411530815,7.385685884691849,0.0,2.0188311675073174,-0.013959686369518122,0.14997104924993337,0.8114802468861231
PAB3_2,2006,PAB3,TP,PAB,35.476190476190474,64.52380952380953,2.1153061224489798,-1.277254680975551,-0.8790408352916125,-0.49990309945077077,-0.4298392608888952
PAB3_2,2007,PAB3,TP,PAB,74.54418928322896,25.455810716771047,0.0,0.9882133129521719,-0.3264639815271918,-0.41856864408046224,-0.5610757339825718
PAB3_2,2008,PAB3,TP,PAB,76.34987195902688,16.754161331626122,6.895966709346991,1.162554607420567,0.25118350605568734,0.14997104924993337,0.8114802468861231
PAB3_4,2006,PAB3,TP,PAB,22.35684647302905,68.1908713692946,9.452282157676347,-1.890451367586784,-0.48001417438195904,-0.49990309945077077,-0.4298392608888952
PAB3_4,2007,PAB3,TP,PAB,31.994408201304758,68.00559179869524,0.0,-1.438585865136187,-1.0623188508037116,-0.41856864408046224,-0.5610757339825718
PAB3_4,2008,PAB3,TP,PAB,44.31106471816284,55.68893528183716,0.0,-0.7361133458449993,-0.8493148954205755,0.14997104924993337,0.8114802468861231
PAB5_1,2006,PAB5,PA,PAB,84.79621821898556,15.203781781014436,0.0,1.57293113669678,-0.14916564483739164,-1.976184497159756,-0.09658572847710575
PAB5_1,2007,PAB5,PA,PAB,89.31117478510029,10.688825214899714,0.0,1.830438757303705,-0.0710840968418628,-3.3916893861044874,0.3648148785695817
PAB5_1,2008,PAB5,PA,PAB,86.52534562211981,13.474654377880185,0.0,1.6715507971048307,-0.11926215798405206,-1.121322398213296,0.07914157775575273
ARE_1,2006,ARE,PA,UCR,91.29450731438034,4.261661606403534,4.44383107921612,1.9895389578909402,0.31533424820048006,-0.08124454808425566,-0.5783870969368001
ARE_1,2007,ARE,PA,UCR,95.49807903402852,3.1147091108671794,1.387211855104281,2.197658871580436,0.14583145245401702,1.3646171741624884,-0.6750917297866873
ARE_1,2008,ARE,PA,UCR,86.43467492260062,12.749226006191952,0.8160990712074304,1.6748239593594516,-0.05616445892883373,-1.2296455049397987,-0.5275461370461971
ARE_2,2006,ARE,PA,UCR,97.68947368421051,2.310526315789474,8.293859649122806,2.1622368137791343,0.5563296898573318,-0.08124454808425566,-0.5783870969368001
ARE_2,2007,ARE,PA,UCR,89.95602462620933,10.043975373790676,0.0,1.8672173499216267,-0.05993207952316832,1.3646171741624884,-0.6750917297866873
ARE_2,2008,ARE,PA,UCR,96.42519368145689,3.5748063185431134,0.0,2.2361822128891298,0.051945571276289786,-1.2296455049397987,-0.5275461370461971
ARE_3,2006,ARE,PA,UCR,76.96696696696696,23.033033033033032,0.0,1.1263948674063726,-0.28456452375276686,-0.08124454808425566,-0.5783870969368001
ARE_3,2007,ARE,PA,UCR,62.37918215613384,36.044609665427515,1.576208178438662,0.3106996811457044,-0.4119503163003603,1.3646171741624884,-0.6750917297866873
ARE_3,2008,ARE,PA,UCR,58.901785714285715,41.098214285714285,0.0,0.09605896669716199,-0.5969833247697156,-1.2296455049397987,-0.5275461370461971
ARE_4,2006,ARE,TP,UCR,30.185379503322835,69.81462049667716,0.0,-1.5417626440941827,-1.0936041486882753,-0.14102438141014653,-0.9115304408514856
ARE_4,2007,ARE,TP,UCR,29.880000000000006,70.11999999999999,0.0,-1.5591797660822366,-1.0988853743205456,0.8102607099969674,-1.1133886949531504
ARE_4,2008,ARE,TP,UCR,9.661538461538463,84.76923076923076,5.569230769230769,-2.654699530970591,-1.007250306980805,1.1010582185999764,-1.186564264071954
ARE_5,2006,ARE,TP,UCR,45.60331927628894,51.12229628621956,3.2743844374914977,-0.628529066195124,-0.567512215655533,-0.14102438141014653,-0.9115304408514856
ARE_5,2007,ARE,TP,UCR,36.068111455108365,63.931888544891635,0.0,-1.2062448411231115,-0.9918683267568928,0.8102607099969674,-1.1133886949531504
ARE_5,2008,ARE,TP,UCR,77.00432069131061,18.710993759001436,4.284685549687949,1.1728606853795673,0.05558979709961664,1.1010582185999764,-1.186564264071954
PA2_1,2006,PA2,PA,UCR,62.200117027501456,37.79988297249854,0.0,0.28417715476876765,-0.5399420640251781,-0.19000763894471914,-0.4107927445414106
PA2_1,2007,PA2,PA,UCR,74.3004023245418,25.699597675458204,0.0,0.9743090818156697,-0.3306800272048573,0.04763681968473355,-0.9194102124106388
PA2_1,2008,PA2,PA,UCR,76.87854545454546,20.810909090909092,2.3105454545454545,1.1452599511179058,-0.10301153835827609,0.0073513197267697315,-0.7760547261461829
PA2_2,2006,PA2,PA,UCR,61.997628146000785,38.00237185399921,0.0,0.2726283326901833,-0.5434439017700008,-0.19000763894471914,-0.4107927445414106
PA2_2,2007,PA2,PA,UCR,47.43979171186808,52.56020828813192,0.0,-0.5576684301786227,-0.7952067676132402,0.04763681968473355,-0.9194102124106388
PA2_2,2008,PA2,PA,UCR,62.43878550440745,37.56121449559255,0.0,0.2977894566153007,-0.5358145372457586,0.0073513197267697315,-0.7760547261461829
PA2_3,2006,PA2,PA,UCR,65.58194774346794,34.418052256532064,0.0,0.47705767714184,-0.4814567666596883,-0.19000763894471914,-0.4107927445414106
PA2_3,2007,PA2,PA,UCR,72.15647600262986,26.163708086785007,1.6798159105851413,0.8694133679202031,-0.23465240548609764,0.04763681968473355,-0.9194102124106388
