COL;YEAR;REEF;SITE;HAB;AR_TOTAL;HEALTH %;BLEACHING %;DEAD %;AR_TURF %;AR_CCA %;AR_CYANO %;AR_MACROALGAE %;AR_DEADTISSUE %;SUR_TURF %;SUR_CCA %;SUR_CYANO %;SUR_HALIMEDA %;SUR_DICTYOTA %;SUR_OTHMACR %;SUR_PALYTHOA %;SUR_OTHZOANT %;SUR_SPONGES %;SUR_CORAL %;SUR_SAND %;SUR_NON-BIOTIC %;SUR_OTHERLIVE %
3;2007;TIM;TIM3;PA;4.289;32.385;67.615;0.000;0.000;0.000;0.000;0.000;0.000;61.286;18.768;19.973;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
3;2008;TIM;TIM3;PA;6.086;18.354;81.646;0.000;0.000;0.000;0.000;0.000;0.000;79.648;20.352;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4;2006;TIM;TIM3;TP;5.486;51.456;43.219;5.324;5.324;0.000;0.000;0.000;0.000;92.059;7.897;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4;2007;TIM;TIM3;TP;8.304;72.868;27.132;0.000;0.000;0.000;0.000;0.000;0.000;80.655;19.322;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4;2008;TIM;TIM3;TP;11.22;61.275;38.725;0.000;0.000;0.000;0.000;0.000;0.000;81.224;0.000;20.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
5;2006;TIM;TIM3;PA;8.329;67.343;15.716;16.941;16.941;0.000;0.000;0.000;0.000;70.166;3.566;26.241;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
5;2007;TIM;TIM3;PA;11.26;77.607;8.695;13.697;9.477;0.000;4.220;0.000;0.000;73.209;0.000;26.791;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
5;2008;TIM;TIM3;PA;8.719;88.319;6.980;4.701;0.000;0.000;4.701;0.000;0.000;16.794;15.226;52.468;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;15.420;0.000
6;2006;TIM;TIM3;PA;23.92;76.401;23.599;0.000;0.000;0.000;0.000;0.000;0.000;32.631;26.467;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;40.874;0.000
6;2007;TIM;TIM3;PA;21.21;84.649;15.351;0.000;0.000;0.000;0.000;0.000;0.000;71.850;4.001;4.139;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;19.803;0.000
6;2008;TIM;TIM3;PA;28.29;80.173;19.827;0.000;0.000;0.000;0.000;0.000;0.000;46.887;4.277;33.074;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;14.742;0.000
